symbol,sector,entry_date,exit_date,trading_days,entry,stop_initial,stop_final,target,exit_price,exit_reason,shares,pnl,r_multiple,win,market_state,season_score,rs_vs_nifty,adx_at_entry,pullback_candles,nifty_return_pct,nifty_green
TECHM.NS,IT,2020-02-14,2020-02-18,3,654.59,639.72,654.2919933760207,684.33,652.63,stop_gap_down,67,-231.23,-0.231,False,neutral,60.0,5.9,25.0,3,-1.5,False
TECHM.NS,IT,2021-11-09,2021-11-10,2,1360.11,1292.01,1351.7829214451835,1496.3,1351.78,stop,14,-216.58,-0.217,False,neutral,62.0,7.8,27.1,3,-0.28,False
POWERGRID.NS,Utilities,2016-06-20,2016-06-21,2,55.87,53.3,55.192019253623535,61.01,55.19,stop,389,-363.73,-0.364,False,neutral,54.0,7.3,35.9,3,0.61,True
POWERGRID.NS,Utilities,2017-02-01,2017-02-02,2,74.84,72.19,73.38929457573602,80.15,73.39,stop,376,-645.47,-0.645,False,bull,60.0,17.9,39.2,3,2.02,True
POWERGRID.NS,Utilities,2023-04-26,2023-04-28,3,155.62,151.49,155.09514194285038,163.87,155.1,stop,242,-227.02,-0.227,False,bull,52.9,7.8,29.7,4,1.66,True
POWERGRID.NS,Utilities,2023-10-13,2023-10-19,5,181.17,174.5,184.19624531817493,194.52,184.2,stop,149,350.91,0.351,True,bull,51.7,12.8,34.5,3,-0.86,False
NTPC.NS,Utilities,2017-10-26,2017-10-27,2,110.23,104.09,109.6728796682583,122.52,109.67,stop,162,-190.25,-0.19,False,bull,51.7,9.5,34.3,3,0.27,True
NTPC.NS,Utilities,2019-04-16,2019-04-18,2,105.03,102.3,104.23613746532384,110.48,104.24,stop,366,-390.55,-0.391,False,bull,52.9,8.2,37.1,3,0.53,True
NTPC.NS,Utilities,2023-10-13,2023-10-18,4,225.15,214.99,227.49955021441343,245.48,227.5,stop,98,130.26,0.13,True,bull,51.7,30.9,29.7,3,-0.62,False
NTPC.NS,Utilities,2023-11-30,2023-11-30,1,243.77,237.03,241.78074408570464,257.25,241.78,stop,148,-394.41,-0.394,False,bull,49.4,14.5,33.8,3,0.18,True
NTPC.NS,Utilities,2023-12-01,2023-12-05,3,247.93,237.03,257.97185686144684,269.73,257.97,stop,91,813.81,0.814,True,bull,49.4,15.2,35.4,4,3.59,True
ONGC.NS,Energy,2018-01-15,2018-01-15,1,124.88,122.57,123.59740067464166,129.5,123.6,stop,400,-613.04,-0.613,False,bull,51.9,12.3,29.3,3,0.56,True
ONGC.NS,Energy,2023-10-17,2023-10-17,1,161.37,157.15,160.56147373807443,169.81,160.56,stop,237,-291.62,-0.292,False,neutral,56.7,12.7,27.1,3,0.4,True
DIVISLAB.NS,Pharma,2021-07-01,2021-07-06,4,4288.94,4102.92,4381.9005114480715,4660.98,4381.9,stop,5,364.8,0.365,True,bull,62.1,16.2,40.2,3,0.62,True
DRREDDY.NS,Pharma,2020-02-14,2020-02-18,3,637.12,597.97,633.0187592007477,715.42,633.02,stop,25,-202.53,-0.203,False,neutral,50.5,15.7,43.2,3,-1.5,False
DRREDDY.NS,Pharma,2023-04-13,2023-04-17,2,959.18,899.14,947.0918055807674,1079.27,947.09,stop,16,-293.41,-0.293,False,bull,59.2,15.0,30.9,5,-0.59,False
DRREDDY.NS,Pharma,2024-08-22,2024-08-22,1,1404.97,1339.75,1384.2906010526526,1535.42,1384.29,stop,15,-410.19,-0.41,False,bull,57.3,13.2,32.0,3,0.17,True
CIPLA.NS,Pharma,2022-10-28,2022-10-28,1,1138.83,1099.41,1125.332541675789,1217.67,1125.33,stop,25,-437.44,-0.437,False,neutral,47.6,16.3,27.4,3,0.28,True
TATACONSUM.NS,FMCG,2017-08-08,2017-08-08,1,160.99,151.19,156.33275207596074,180.58,156.33,stop,102,-575.04,-0.575,False,bull,50.0,8.0,32.0,3,-0.78,False
BRITANNIA.NS,FMCG,2017-03-30,2017-03-31,2,1489.21,1439.21,1487.1096211035765,1589.22,1486.85,stop_gap_down,19,-144.92,-0.145,False,bull,60.0,5.8,37.4,4,0.33,True
BRITANNIA.NS,FMCG,2017-05-11,2017-05-12,2,1624.84,1541.95,1621.101640811333,1790.61,1621.1,stop,12,-144.86,-0.145,False,bull,55.6,7.5,35.8,3,-0.07,False
BRITANNIA.NS,FMCG,2018-04-17,2018-04-20,4,2363.48,2232.98,2365.1703133778688,2624.49,2365.17,stop,7,-88.17,-0.088,False,bull,54.4,14.5,26.2,4,0.34,True
BRITANNIA.NS,FMCG,2018-06-08,2018-06-08,1,2664.18,2520.09,2604.9326189365047,2952.35,2604.93,stop,6,-455.48,-0.455,False,bull,64.4,19.8,38.3,3,-0.01,False
BRITANNIA.NS,FMCG,2023-06-08,2023-06-09,2,4781.1,4458.85,4732.085076404468,5425.59,4732.09,stop,3,-247.04,-0.247,False,bull,64.4,9.2,43.5,4,-0.87,False
APOLLOHOSP.NS,Healthcare,2019-02-04,2019-02-04,1,1309.29,1225.55,1293.2864923112768,1476.77,1293.29,stop,11,-276.04,-0.276,False,bull,52.6,15.5,26.4,4,0.17,True
APOLLOHOSP.NS,Healthcare,2023-06-16,2023-06-19,2,5180.8,4862.25,5120.383882100058,5817.9,5120.38,stop,3,-281.25,-0.281,False,bull,59.0,10.8,42.4,3,0.36,True
APOLLOHOSP.NS,Healthcare,2023-11-20,2023-11-21,2,5445.2,5153.81,5419.9409792841725,6027.99,5419.94,stop,3,-175.78,-0.176,False,bull,67.5,9.3,29.6,3,0.26,True
APOLLOHOSP.NS,Healthcare,2024-08-26,2024-08-26,1,6809.41,6584.02,6803.300513438113,7260.18,6802.6,stop_gap_down,4,-127.23,-0.127,False,bull,59.0,7.9,25.9,3,0.76,True
TATAPOWER.NS,Utilities,2023-08-11,2023-08-14,2,235.8,227.52,232.69645675058968,252.37,232.7,stop,120,-472.43,-0.472,False,neutral,53.4,7.7,30.1,3,-0.56,False
TATAPOWER.NS,Utilities,2024-04-30,2024-05-03,3,447.38,421.49,444.562570949119,499.17,444.56,stop,38,-207.06,-0.207,False,bull,52.9,13.1,26.1,3,-0.74,False
SHREECEM.NS,Cement,2019-04-18,2019-04-18,1,19101.04,18313.56,18856.31230898481,20676.0,18856.31,stop,1,-344.73,-0.345,False,bull,50.0,15.8,41.3,3,-0.29,False
SHREECEM.NS,Cement,2019-04-22,2019-04-22,1,19073.66,18313.56,18824.0352875402,20593.85,18824.04,stop,1,-349.62,-0.35,False,bull,50.0,16.2,42.2,4,-1.35,False
HAVELLS.NS,Consumer Electricals,2018-08-07,2018-08-10,4,630.14,594.94,643.0658426410156,700.54,643.07,stop,28,261.92,0.262,True,bull,80.0,16.3,37.8,3,0.37,True
HAVELLS.NS,Consumer Electricals,2021-01-07,2021-01-13,5,925.22,872.74,970.3224260220342,1030.17,979.07,hard_time_exit,19,923.23,0.923,True,bull,55.6,15.6,43.8,3,2.96,True
HAVELLS.NS,Consumer Electricals,2021-08-31,2021-09-06,5,1236.98,1155.97,1349.5829154806956,1398.99,1398.99,target_2r,12,1844.12,1.844,True,bull,80.0,10.6,34.5,3,2.64,True
BERGEPAINT.NS,Consumer,2022-08-19,2022-08-19,1,575.82,545.43,573.1209750511513,636.61,573.12,stop,32,-186.37,-0.186,False,bull,73.3,5.1,40.6,3,-1.1,False
BERGEPAINT.NS,Consumer,2023-08-02,2023-08-03,2,580.25,545.72,570.0098238993448,649.31,570.01,stop,28,-386.72,-0.387,False,bull,73.3,5.3,26.6,4,-1.78,False
COLPAL.NS,FMCG,2017-06-19,2017-06-20,2,916.52,881.78,904.626546743116,986.01,904.63,stop,28,-433.02,-0.433,False,bull,64.4,6.9,30.1,3,0.68,True
COLPAL.NS,FMCG,2017-06-27,2017-06-27,1,913.33,887.82,914.736838944842,964.35,912.42,stop_gap_down,39,-135.63,-0.136,False,bull,64.4,7.7,33.7,3,-0.66,False
COLPAL.NS,FMCG,2023-04-25,2023-04-26,2,1470.98,1419.11,1462.8614654840092,1574.71,1462.86,stop,19,-254.25,-0.254,False,bull,54.4,6.2,38.6,3,0.4,True
MARICO.NS,FMCG,2017-03-17,2017-03-20,2,258.88,244.37,257.30598292404403,287.91,257.31,stop,68,-207.03,-0.207,False,bull,60.0,5.2,40.8,3,-0.29,False
MARICO.NS,FMCG,2021-06-03,2021-06-04,2,465.45,439.74,462.2091605720646,516.87,462.21,stop,38,-223.15,-0.223,False,bull,64.4,17.7,39.9,3,0.6,True
DABUR.NS,FMCG,2016-05-30,2016-05-30,1,267.61,253.59,264.58565138318505,295.66,264.59,stop,71,-314.73,-0.315,False,neutral,55.6,7.0,33.3,3,0.27,True
DABUR.NS,FMCG,2021-08-31,2021-08-31,1,587.74,560.21,581.4387878987004,642.81,581.44,stop,36,-326.84,-0.327,False,bull,50.0,6.7,26.7,4,1.19,True
DABUR.NS,FMCG,2021-09-01,2021-09-06,4,593.47,560.21,604.3151639406676,659.99,604.32,stop,30,225.35,0.225,True,bull,50.0,5.5,27.6,5,1.43,True
GODREJCP.NS,FMCG,2016-06-21,2016-06-23,3,478.31,450.8,477.10707259034785,533.32,477.11,stop,36,-143.31,-0.143,False,neutral,64.4,9.3,25.7,3,0.39,True
GODREJCP.NS,FMCG,2018-06-08,2018-06-11,2,728.23,701.18,723.309788527084,782.33,723.31,stop,36,-277.13,-0.277,False,bull,64.4,5.3,32.3,3,0.17,True
GODREJCP.NS,FMCG,2020-08-04,2020-08-04,1,678.23,635.31,663.9216657005628,764.07,663.92,stop,23,-429.09,-0.429,False,bull,50.0,22.2,25.7,5,1.87,True
GODREJCP.NS,FMCG,2022-08-26,2022-08-26,1,875.35,840.55,865.5027351880706,944.96,865.5,stop,28,-375.72,-0.376,False,bull,50.0,12.7,28.0,3,0.21,True
GODREJCP.NS,FMCG,2023-05-29,2023-05-30,2,1017.47,968.9,1001.90592019176,1114.6,1001.91,stop,20,-411.28,-0.411,False,bull,55.6,6.7,31.7,3,0.73,True
SIEMENS.NS,Capital Goods,2016-06-16,2016-06-16,1,669.61,644.09,659.113417488849,720.64,659.11,stop,39,-509.37,-0.509,False,bull,50.0,15.7,30.2,3,-0.8,False
SIEMENS.NS,Capital Goods,2017-05-05,2017-05-05,1,764.65,725.43,747.5557509293893,843.1,747.56,stop,25,-527.36,-0.527,False,bull,65.0,10.6,34.1,3,-0.8,False
SIEMENS.NS,Capital Goods,2019-04-15,2019-04-16,2,673.01,641.77,669.4424188433558,735.48,669.44,stop,32,-214.16,-0.214,False,bull,55.0,5.2,39.8,4,1.23,True
SIEMENS.NS,Capital Goods,2019-04-26,2019-04-30,2,678.54,652.38,666.8047342079225,730.87,665.56,stop_gap_down,38,-593.36,-0.593,False,bull,55.0,8.1,42.2,3,0.91,True
SIEMENS.NS,Capital Goods,2019-06-28,2019-07-04,5,739.3,692.04,749.7086053590036,833.82,770.13,hard_time_exit,21,547.42,0.547,True,bull,50.0,18.1,36.1,4,0.89,True
SIEMENS.NS,Capital Goods,2024-02-23,2024-02-26,2,2679.94,2522.34,2643.1062149704467,2995.15,2643.11,stop,6,-321.0,-0.321,False,bull,65.0,13.7,26.9,5,-0.43,False
SIEMENS.NS,Capital Goods,2024-05-02,2024-05-08,5,3420.46,3286.73,3528.353580731339,3687.91,3528.35,stop,7,655.26,0.655,True,bull,55.0,36.0,43.0,4,-1.34,False
ABB.NS,Capital Goods,2024-03-05,2024-03-12,5,5530.78,5247.1,5673.465580721862,6098.15,5673.47,stop,3,328.06,0.328,True,bull,60.0,11.8,30.0,3,-0.31,False
ABB.NS,Capital Goods,2024-05-03,2024-05-08,4,6626.93,6226.56,6735.455401707574,7427.68,6735.46,stop,2,117.05,0.117,True,bull,65.0,38.8,38.3,3,-1.53,False
LUPIN.NS,Pharma,2023-10-13,2023-10-18,4,1160.73,1123.26,1181.093834433699,1235.68,1181.09,stop,26,429.46,0.429,True,bull,47.6,25.1,37.4,3,-0.62,False
BIOCON.NS,Pharma,2016-04-28,2016-05-04,5,94.21,89.66,99.17717659858975,103.32,101.89,hard_time_exit,219,1582.21,1.582,True,bull,59.2,10.9,43.9,3,-3.43,False
BIOCON.NS,Pharma,2016-08-09,2016-08-10,2,138.54,132.64,137.4704975607898,150.33,137.47,stop,169,-280.75,-0.281,False,bull,57.3,22.5,39.0,3,-1.56,False
BIOCON.NS,Pharma,2017-11-29,2017-11-30,2,213.76,199.38,210.5852154648095,242.51,210.59,stop,69,-319.06,-0.319,False,bull,49.5,23.9,25.4,4,-1.39,False
BIOCON.NS,Pharma,2020-01-03,2020-01-03,1,293.11,286.8,291.13541044190123,305.73,291.14,stop,158,-411.99,-0.412,False,bull,45.7,18.2,37.8,3,-0.45,False
BIOCON.NS,Pharma,2020-01-06,2020-01-06,1,298.26,286.8,290.7394333603954,321.19,290.74,stop,87,-754.29,-0.754,False,bull,45.7,21.8,38.6,4,-1.91,False
TORNTPHARM.NS,Pharma,2023-11-22,2023-11-22,1,2062.05,1965.95,2053.521178069482,2254.26,2053.52,stop,10,-185.29,-0.185,False,bull,49.5,7.6,35.4,3,0.14,True
TORNTPHARM.NS,Pharma,2024-01-05,2024-01-08,2,2320.08,2222.34,2271.0366895525767,2515.56,2271.04,stop,10,-590.43,-0.59,False,bull,45.7,15.0,42.0,3,-0.67,False
AUROPHARMA.NS,Pharma,2023-04-10,2023-04-17,5,532.17,499.29,554.500367152545,597.93,554.5,stop,30,569.91,0.57,True,bull,59.2,23.3,41.4,4,0.61,True
AUROPHARMA.NS,Pharma,2024-08-27,2024-08-30,4,1539.37,1480.82,1549.2843771820817,1656.46,1549.28,stop,17,68.54,0.069,True,bull,57.3,16.8,27.9,3,0.9,True
ALKEM.NS,Pharma,2021-06-15,2021-06-16,2,3072.95,2899.24,3018.987595258833,3420.38,3018.99,stop,5,-369.81,-0.37,False,bull,62.1,14.1,30.2,3,-0.28,False
ALKEM.NS,Pharma,2023-05-02,2023-05-03,2,3433.29,3285.26,3401.108633592849,3729.35,3401.11,stop,6,-293.09,-0.293,False,bull,59.2,15.8,34.6,3,0.14,True
ALKEM.NS,Pharma,2023-11-20,2023-11-24,5,4344.32,4172.65,4391.324102601182,4687.65,4445.11,hard_time_exit,5,403.95,0.404,True,bull,49.5,14.6,42.8,3,0.32,True
ALKEM.NS,Pharma,2024-08-29,2024-09-03,4,5911.34,5586.87,5952.257136878619,6560.28,5946.9,stop_gap_down,3,6.69,0.007,True,bull,57.3,13.6,38.9,3,0.91,True
IPCALAB.NS,Pharma,2019-03-22,2019-03-25,2,457.14,425.8,450.97937473982296,519.82,450.98,stop,31,-290.98,-0.291,False,bull,48.5,9.4,44.1,3,-1.45,False
IPCALAB.NS,Pharma,2023-10-17,2023-10-18,2,963.44,929.18,959.1941091433252,1031.95,959.19,stop,29,-223.13,-0.223,False,neutral,47.6,21.8,30.4,3,-0.31,False
IPCALAB.NS,Pharma,2023-11-17,2023-11-20,2,1062.58,1016.78,1061.5193732764435,1154.18,1061.52,stop,21,-122.27,-0.122,False,bull,49.5,19.8,32.7,4,-0.36,False
BALKRISIND.NS,Auto Ancillary,2017-02-10,2017-02-10,1,547.67,516.84,540.7509087061092,609.33,540.75,stop,32,-321.41,-0.321,False,bull,47.5,11.2,25.8,4,0.17,True
EXIDEIND.NS,Auto Ancillary,2016-05-10,2016-05-11,2,132.87,125.19,131.33435167334542,148.23,131.15,stop_gap_down,130,-323.15,-0.323,False,bull,55.0,12.8,25.7,3,-0.22,False
EXIDEIND.NS,Auto Ancillary,2016-05-19,2016-05-24,4,137.8,131.5,137.16844983446572,150.41,137.17,stop,158,-199.78,-0.2,False,neutral,55.0,8.2,27.2,3,-1.54,False
EXIDEIND.NS,Auto Ancillary,2016-06-01,2016-06-01,1,148.49,138.36,144.44967840761626,168.74,144.45,stop,98,-495.95,-0.496,False,neutral,55.0,11.7,39.4,3,0.24,True
EXIDEIND.NS,Auto Ancillary,2016-06-09,2016-06-09,1,148.03,141.97,145.98732610069362,160.16,145.99,stop,164,-435.0,-0.435,False,bull,45.0,13.6,43.7,3,-0.84,False
EXIDEIND.NS,Auto Ancillary,2016-06-16,2016-06-16,1,144.41,138.95,143.90701117993905,155.34,143.91,stop,183,-192.05,-0.192,False,bull,45.0,9.4,36.7,3,-0.8,False
EXIDEIND.NS,Auto Ancillary,2017-03-16,2017-03-17,2,203.58,192.82,202.68975937075805,225.1,202.69,stop,92,-181.9,-0.182,False,bull,55.0,14.3,39.0,4,0.83,True
EXIDEIND.NS,Auto Ancillary,2022-12-01,2022-12-07,5,186.15,176.72,187.34171693226733,205.01,187.34,stop,106,26.32,0.026,True,bull,45.0,11.5,36.5,4,-1.05,False
AMBUJACEM.NS,Cement,2023-06-15,2023-06-15,1,460.68,439.22,453.70279306989136,503.6,453.7,stop,46,-420.95,-0.421,False,bull,46.0,16.7,33.2,4,-0.36,False
ACC.NS,Cement,2018-08-23,2018-08-23,1,1532.73,1426.9,1497.4092961326833,1744.4,1497.41,stop,9,-417.89,-0.418,False,bull,46.0,15.7,42.1,3,0.1,True
RAMCOCEM.NS,Cement,2016-06-16,2016-06-22,5,529.08,501.26,526.0831451566769,584.73,526.08,stop,35,-204.89,-0.205,False,bull,46.0,30.4,39.5,3,-0.04,False
RAMCOCEM.NS,Cement,2018-04-24,2018-04-25,2,841.57,797.13,829.0862475061754,930.45,829.09,stop,22,-374.64,-0.375,False,bull,50.0,13.0,36.8,3,-0.13,False
RAMCOCEM.NS,Cement,2020-01-24,2020-01-28,3,844.06,796.18,839.9227556459654,939.81,839.92,stop,20,-182.74,-0.183,False,bull,48.9,11.3,31.6,3,-1.02,False
LALPATHLAB.NS,Healthcare,2019-10-22,2019-10-27,5,681.26,646.76,705.1568017264815,750.26,750.26,target_2r,28,1832.0,1.832,True,bull,50.0,26.9,32.7,3,-0.67,False
LALPATHLAB.NS,Healthcare,2023-08-08,2023-08-10,3,1156.94,1107.64,1146.4140372484887,1255.54,1146.41,stop,20,-310.52,-0.311,False,bull,59.0,9.3,25.2,3,-0.28,False
LALPATHLAB.NS,Healthcare,2023-10-13,2023-10-16,2,1242.07,1191.8,1238.655511103648,1342.62,1238.66,stop,19,-164.88,-0.165,False,bull,50.0,9.1,31.9,3,-0.31,False
METROPOLIS.NS,Healthcare,2020-08-11,2020-08-11,1,428.37,398.97,406.7392389456128,487.16,406.74,stop,34,-835.45,-0.835,False,bull,59.0,10.1,35.7,3,0.46,True
METROPOLIS.NS,Healthcare,2020-11-02,2020-11-03,2,482.65,455.75,474.81950818905216,536.45,474.82,stop,37,-389.73,-0.39,False,bull,50.0,16.1,33.2,3,1.47,True
METROPOLIS.NS,Healthcare,2023-11-29,2023-12-01,3,421.55,399.56,421.2398665488419,465.53,421.24,stop,45,-113.96,-0.114,False,bull,67.5,22.9,32.0,3,1.9,True
FORTIS.NS,Healthcare,2021-02-04,2021-02-05,2,169.1,158.85,166.5507284929876,189.61,166.55,stop,97,-347.28,-0.347,False,neutral,52.6,10.7,29.3,3,0.91,True
FORTIS.NS,Healthcare,2023-07-03,2023-07-05,3,317.32,295.84,309.35107379945947,360.28,309.35,stop,46,-466.57,-0.467,False,bull,59.0,10.7,39.6,3,1.09,True
FORTIS.NS,Healthcare,2024-01-23,2024-01-23,1,416.77,406.61,415.5029952961688,437.08,415.5,stop,98,-224.17,-0.224,False,bull,52.8,18.4,44.3,4,-1.77,False
MAXHEALTH.NS,Healthcare,2023-06-16,2023-06-20,3,587.91,559.0,592.801308230925,645.74,592.8,stop,34,66.3,0.066,True,bull,59.0,15.9,41.1,3,0.69,True
SBILIFE.NS,Insurance,2024-08-12,2024-08-12,1,1718.96,1660.4,1702.3888190356947,1836.07,1702.39,stop,17,-381.71,-0.382,False,bull,45.2,10.7,34.5,3,-0.08,False
HDFCLIFE.NS,Insurance,2023-06-01,2023-06-01,1,588.46,552.26,578.7565198707644,660.85,578.76,stop,27,-361.99,-0.362,False,neutral,54.8,14.1,30.5,5,-0.25,False
